Date,Brand,Product ID,Product Name,Units Sold,Unit Price,Revenue,Transaction Type,Price Level
2024-04-24,BRAND_A,P0186,155/65 R 14 TR203,4,6889.0,27556.0,Sale,A
2024-04-24,BRAND_A,P0197,175/65 R 15 TR203,2,9228.0,18456.0,Sale,A
2024-04-24,BRAND_B,P0341,155/70 R 13 H986,4,7798.0,31190.0,Sale,A
2024-04-24,BRAND_B,P0439,205/75 R 14 C / 8PR WL HB-8,2,15379.0,30757.0,Sale,A
2024-04-24,BRAND_C,P0250,185 R 14 C / 8PR BY-05,3,9816.0,29446.0,Sale,A
2024-04-25,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47480.0,189920.0,Sale,A
2024-04-25,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47480.0,189920.0,Sale,A
2024-04-25,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47480.0,189920.0,Sale,A
2024-04-25,BRAND_D,P0006,295/80 R 22.5 /18 PR (CD01V),4,45752.0,183008.0,Sale,A
2024-04-25,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),2,39000.0,78000.0,Sale,A
2024-04-26,BRAND_A,P0041,185/55 R 16 TR30,4,5426.0,21703.0,Sale,X
2024-04-26,BRAND_A,P0186,155/65 R 14 TR203,2,3440.0,6881.0,Sale,X
2024-04-26,BRAND_B,P0355,155/65 R 13 HB608,4,7545.0,30180.0,Sale,A
2024-04-26,BRAND_B,P0371,165/55 R 15 HB-2,4,9170.0,36678.0,Sale,A
2024-04-26,BRAND_C,P0234,175/70 R 14 BY-801,4,7250.0,29002.0,Sale,A
2024-04-26,BRAND_C,P0240,185/70 R 14 BY-801,1,8037.0,8037.0,Sale,A
2024-04-26,BRAND_C,P0254,195 R 15 C / 8PR BY-05,4,11799.0,47196.0,Sale,A
2024-04-26,BRAND_C,P0268,205/65 R 15 BY-801,4,5668.0,22671.0,Sale,X
2024-04-27,BRAND_A,P0041,185/55 R 16 TR30,4,5426.0,21703.0,Sale,X
2024-04-27,BRAND_A,P0170,175/70 R 13 TR203,4,4060.0,16239.0,Sale,X
2024-04-27,BRAND_A,P0186,155/65 R 14 TR203,2,3440.0,6881.0,Sale,X
2024-04-29,BRAND_A,P0041,185/55 R 16 TR30,4,5426.0,21703.0,Sale,X
2024-04-29,BRAND_A,P0066,215/50 R 17 TR30,4,6712.0,26848.0,Sale,X
2024-04-29,BRAND_A,P0092,245/65 R 17 TR15,2,17366.0,34732.0,Sale,A
2024-04-29,BRAND_A,P0095,265/65 R 17 TR28,4,11762.0,47046.0,Sale,X
2024-04-29,BRAND_A,P0133,225/45 Z R 18 TR41,2,7667.0,15334.0,Sale,X
2024-04-29,BRAND_A,P0154,235/60 R 18 TR50,4,8864.0,35456.0,Sale,X
2024-04-29,BRAND_A,P0173,165/70 R 14 TR203,4,3932.0,15730.0,Sale,X
2024-04-29,BRAND_A,P0173,165/70 R 14 TR203,2,3933.0,7865.0,Sale,X
2024-04-29,BRAND_A,P0186,155/65 R 14 TR203,2,3440.0,6881.0,Sale,X
2024-04-29,BRAND_A,P0197,175/65 R 15 TR203,2,4638.0,9276.0,Sale,X
2024-04-29,BRAND_A,P0218,255/35 Z R 19 TR41,2,8117.0,16234.0,Sale,X
2024-04-29,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),2,47480.0,94960.0,Sale,A
2024-04-30,BRAND_A,P0020,185/65 R 15 TR201,4,9731.0,38924.0,Sale,A
2024-04-30,BRAND_A,P0023,195/65 R 15 TR201,4,10652.0,42610.0,Sale,A
2024-04-30,BRAND_A,P0043,195/55 R 16 TR30,1,11514.0,11514.0,Sale,A
2024-04-30,BRAND_A,P0071,225/60 R 17 TR17,2,7479.0,14957.0,Sale,X
2024-04-30,BRAND_A,P0143,32 x 11.5 R 15/ 6PR OWL TR29,4,28740.0,114958.0,Sale,A
2024-04-30,BRAND_A,P0148,235/85 R 16/ 10PR LT TR28,4,23864.0,95456.0,Sale,A
2024-04-30,BRAND_A,P0150,215/65 R 16 TR17,4,14326.0,57304.0,Sale,A
2024-04-30,BRAND_A,P0173,165/70 R 14 TR203,2,3933.0,7865.0,Sale,X
2024-04-30,BRAND_A,P0173,165/70 R 14 TR203,4,7458.0,29833.0,Sale,A
2024-04-30,BRAND_A,P0203,165/60 R 15 TR23A,6,7942.0,47652.0,Sale,A
2024-04-30,BRAND_A,P0203,165/60 R 15 TR23A,2,7942.0,15884.0,Sale,A
2024-04-30,BRAND_A,P0216,225/40 Z R 19 TR41,2,7016.0,14032.0,Sale,X
2024-04-30,BRAND_B,P0375,185/55 R 16 HB-2,3,11516.0,34548.0,Sale,A
2024-04-30,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47480.0,189920.0,Sale,A
2024-04-30,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47480.0,189920.0,Sale,A
2024-04-30,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47480.0,189920.0,Sale,A
2024-04-30,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),3,47480.0,142440.0,Sale,A
2024-04-30,BRAND_C,P0240,185/70 R 14 BY-801,3,7635.0,22906.0,Sale,A
2024-04-30,BRAND_C,P0242,185/65 R 15 BY-801,4,8090.0,32360.0,Sale,A
2024-04-30,BRAND_C,P0250,185 R 14 C / 8PR BY-05,4,9325.0,37298.0,Sale,A
2024-04-30,BRAND_C,P0252,195 R 14 C / 8PR BY-05,4,10170.0,40678.0,Sale,A
2024-04-30,BRAND_C,P0276,185/55 R 16 BY-998,2,4814.0,9628.0,Sale,X
2024-04-30,BRAND_C,P0278,195/55 R 16 BY-998,4,4966.0,19863.0,Sale,X
2024-04-30,BRAND_C,P0286,215/65 R 16 BY-HT987,2,6846.0,13692.0,Sale,X
2024-04-30,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),4,33960.0,135840.0,Sale,P
2024-04-30,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),6,33960.0,203760.0,Sale,P
2024-04-30,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),6,33960.0,203760.0,Sale,P
2024-05-04,BRAND_A,P0059,205/60 R 16 TR201,2,12806.0,25612.0,Sale,A
2024-05-04,BRAND_C,P0230,155/80 R 13 BY-801,4,3449.0,13797.0,Sale,X
2024-05-06,BRAND_A,P0071,225/60 R 17 TR17,4,15542.0,62168.0,Sale,A
2024-05-06,BRAND_A,P0116,225/75 R 16/ 10PR LT TR05,2,21669.0,43338.0,Sale,A
2024-05-06,BRAND_A,P0211,205/75 R 16C / 10PR TR06,2,15884.0,31768.0,Sale,A
2024-05-06,BRAND_C,P0252,195 R 14 C / 8PR BY-05,1,10705.0,10705.0,Sale,A
2024-05-06,BRAND_C,P0286,215/65 R 16 BY-HT987,4,6846.0,27383.0,Sale,X
2024-05-07,BRAND_A,P0166,145/80 R 12 TR17,4,3593.0,14373.0,Sale,X
2024-05-07,BRAND_A,P0185,265/70 R 15 TR15,4,21046.0,84186.0,Sale,A
2024-05-07,BRAND_A,P0203,165/60 R 15 TR23A,8,7942.0,63536.0,Sale,A
2024-05-07,BRAND_B,P0365,195/65 R 15 HB608,1,11552.0,11552.0,Sale,A
2024-05-07,BRAND_B,P0371,165/55 R 15 HB-2,3,8711.0,26133.0,Sale,A
2024-05-07,BRAND_B,P0441,205/75 R 15 C / 8PR WL HB-8,2,16354.0,32707.0,Sale,A
2024-05-07,BRAND_C,P0312,225/65 R 17 BY-HT987,2,14006.0,28012.0,Sale,A
2024-05-07,BRAND_C,P0312,225/65 R 17 BY-HT987,1,7746.0,7746.0,Sale,X
2024-05-07,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),11,35600.0,391600.0,Sale,A
2024-05-08,BRAND_B,P0423,225/45 R 17 HB1EVO,1,7367.0,7367.0,Sale,X
2024-05-08,BRAND_C,P0264,175/65 R 15 BY-801,2,4440.0,8879.0,Sale,X
2024-05-09,BRAND_C,P0240,185/70 R 14 BY-801,6,7635.0,45812.0,Sale,A
2024-05-10,BRAND_A,P0162,235/55 R 19 TR50,2,20505.0,41010.0,Sale,A
2024-05-10,BRAND_B,P0450,225/55 R 18 HB-2,1,19582.0,19582.0,Sale,A
2024-05-10,BRAND_C,P0240,185/70 R 14 BY-801,4,7635.0,30541.0,Sale,A
2024-05-10,BRAND_C,P0270,31 x 10.50 R 15 LT / 6PR BY-AT987,4,19169.0,76676.0,Sale,A
2024-05-11,BRAND_C,P0320,225/55 R 18 BY-HP987,4,13064.0,52258.0,Sale,A
2024-05-13,BRAND_A,P0068,225/50 R 17 TR30,4,14187.0,56749.0,Sale,A
2024-05-13,BRAND_A,P0079,195 R 15 C / 8PR TR06X,5,12960.0,64800.0,Sale,A
2024-05-13,BRAND_A,P0079,195 R 15 C / 8PR TR06X,1,5729.0,5729.0,Sale,A
2024-05-13,BRAND_A,P0092,245/65 R 17 TR15,4,16498.0,65991.0,Sale,A
2024-05-13,BRAND_A,P0150,215/65 R 16 TR17,4,13610.0,54439.0,Sale,A
2024-05-13,BRAND_A,P0192,175/65 R 14 TR203,4,4262.0,17050.0,Sale,X
2024-05-13,BRAND_B,P0365,195/65 R 15 HB608,4,10481.0,41922.0,Sale,A
2024-05-13,BRAND_B,P0448,225/50 Z R 18 HB-2,4,15810.0,63240.0,Sale,A
2024-05-13,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47200.0,188800.0,Sale,A
2024-05-13,BRAND_C,P0240,185/70 R 14 BY-801,2,7636.0,15271.0,Sale,A
2024-05-13,BRAND_C,P0244,195/65 R 15 BY-801,6,8350.0,50101.0,Sale,A
2024-05-13,BRAND_C,P0252,195 R 14 C / 8PR BY-05,2,10170.0,20339.0,Sale,A
2024-05-13,BRAND_C,P0252,195 R 14 C / 8PR BY-05,6,10170.0,61017.0,Sale,A
2024-05-13,BRAND_C,P0254,195 R 15 C / 8PR BY-05,6,11209.0,67256.0,Sale,A
2024-05-13,BRAND_C,P0266,165/65 R 14 BY-801,2,3624.0,7249.0,Sale,X
2024-05-13,BRAND_C,P0270,31 x 10.50 R 15 LT / 6PR BY-AT987,2,19169.0,38338.0,Sale,A
2024-05-13,BRAND_C,P0308,215/55 R 17 BY-998,4,11144.0,44577.0,Sale,A
2024-05-13,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),2,35600.0,71200.0,Sale,A
2024-05-13,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),2,35600.0,71200.0,Sale,A
2024-05-14,BRAND_A,P0071,225/60 R 17 TR17,4,14765.0,59060.0,Sale,A
2024-05-14,BRAND_A,P0116,225/75 R 16/ 10PR LT TR05,2,20586.0,41171.0,Sale,A
2024-05-14,BRAND_A,P0164,165/60 R 14 TR23,1,3716.0,3716.0,Sale,X
2024-05-14,BRAND_A,P0166,145/80 R 12 TR17,1,3593.0,3593.0,Sale,X
2024-05-14,BRAND_B,P0456,245/40 R 18 HB1EVO,2,8385.0,16770.0,Sale,X
2024-05-15,BRAND_A,P0071,225/60 R 17 TR17,3,14765.0,44295.0,Sale,A
2024-05-15,BRAND_A,P0071,225/60 R 17 TR17,2,7479.0,14957.0,Sale,X
2024-05-15,BRAND_A,P0085,225/55 R 17 TR30,4,15342.0,61370.0,Sale,A
2024-05-15,BRAND_A,P0140,31 x 10.5 R 15/ 6PR OWL TR28,4,21407.0,85629.0,Sale,A
2024-05-15,BRAND_A,P0203,165/60 R 15 TR23A,3,7318.0,21956.0,Sale,A
2024-05-15,BRAND_A,P0211,205/75 R 16C / 10PR TR06,4,14637.0,58548.0,Sale,A
2024-05-15,BRAND_B,P0427,235/45 Z R 17 HB1EVO,2,14610.0,29219.0,Sale,A
2024-05-15,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),2,47200.0,94400.0,Sale,A
2024-05-15,BRAND_C,P0230,155/80 R 13 BY-801,4,5946.0,23784.0,Sale,A
2024-05-15,BRAND_C,P0276,185/55 R 16 BY-998,2,2493.0,4986.0,Sale,A
2024-05-15,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),4,35600.0,142400.0,Sale,A
2024-05-16,BRAND_A,P0039,195/55 R 15 TR30,4,5246.0,20986.0,Sale,X
2024-05-16,BRAND_A,P0057,205/60 R 16 TR17,2,12166.0,24332.0,Sale,A
2024-05-16,BRAND_B,P0441,205/75 R 15 C / 8PR WL HB-8,1,8423.0,8423.0,Sale,X
2024-05-16,BRAND_C,P0222,145/80 R 12 BY-801,5,4771.0,23854.0,Sale,A
2024-05-16,BRAND_C,P0258,155/65 R 13 BY-801,2,6011.0,12022.0,Sale,A
2024-05-16,BRAND_C,P0276,185/55 R 16 BY-998,8,8220.0,65761.0,Sale,A
2024-05-16,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),2,35600.0,71200.0,Sale,A
2024-05-17,BRAND_A,P0205,165/50 R 16 TR23A,2,7653.0,15306.0,Sale,A
2024-05-17,BRAND_B,P0341,155/70 R 13 H986,1,7408.0,7408.0,Sale,A
2024-05-17,BRAND_B,P0371,165/55 R 15 HB-2,4,8711.0,34844.0,Sale,A
2024-05-17,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),1,47200.0,47200.0,Sale,A
2024-05-17,BRAND_C,P0250,185 R 14 C / 8PR BY-05,2,9816.0,19631.0,Sale,A
2024-05-18,BRAND_A,P0064,235/60 R 16 TR17,4,7754.0,31014.0,Sale,X
2024-05-18,BRAND_A,P0092,245/65 R 17 TR15,5,16498.0,82488.0,Sale,A
2024-05-18,BRAND_A,P0213,285/65 R 17 P TR28,4,14128.0,56514.0,Sale,X
2024-05-18,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,50000.0,200000.0,Sale,A
2024-05-20,BRAND_A,P0060,215/60 R 16 TR17,4,13718.0,54872.0,Sale,A
2024-05-20,BRAND_A,P0077,195 R 14 C / 8PR TR06X,4,11523.0,46092.0,Sale,A
2024-05-20,BRAND_A,P0079,195 R 15 C / 8PR TR06X,4,12312.0,49248.0,Sale,A
2024-05-20,BRAND_A,P0095,265/65 R 17 TR28,4,11762.0,47046.0,Sale,X
2024-05-20,BRAND_A,P0192,175/65 R 14 TR203,4,4262.0,17050.0,Sale,X
2024-05-20,BRAND_A,P0213,285/65 R 17 P TR28,2,14128.0,28257.0,Sale,X
2024-05-20,BRAND_B,P0335,145/80 R 13 H986,2,6450.0,12899.0,Sale,A
2024-05-20,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),4,47200.0,188800.0,Sale,A
2024-05-20,BRAND_C,P0232,175/70 R 13 BY-801,4,6466.0,25863.0,Sale,A
2024-05-20,BRAND_C,P0232,175/70 R 13 BY-801,8,6466.0,51726.0,Sale,A
2024-05-20,BRAND_C,P0236,185/70 R 13 BY-801,3,7343.0,22028.0,Sale,A
2024-05-20,BRAND_C,P0240,185/70 R 14 BY-801,2,7636.0,15271.0,Sale,A
2024-05-20,BRAND_C,P0242,185/65 R 15 BY-801,2,8090.0,16180.0,Sale,A
2024-05-20,BRAND_C,P0244,195/65 R 15 BY-801,2,8350.0,16700.0,Sale,A
2024-05-20,BRAND_C,P0260,155/65 R 14 BY-801,12,6076.0,72910.0,Sale,A
2024-05-20,BRAND_C,P0260,155/65 R 14 BY-801,8,6076.0,48606.0,Sale,A
2024-05-20,BRAND_C,P0278,195/55 R 16 BY-998,4,9032.0,36129.0,Sale,A
2024-05-20,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),2,35600.0,71200.0,Sale,A
2024-05-21,BRAND_A,P0020,185/65 R 15 TR201,4,9530.0,38122.0,Sale,A
2024-05-21,BRAND_A,P0043,195/55 R 16 TR30,4,10938.0,43753.0,Sale,A
2024-05-21,BRAND_A,P0154,235/60 R 18 TR50,2,18520.0,37039.0,Sale,A
2024-05-21,BRAND_A,P0168,145/80 R 13 TR203,12,6163.0,73956.0,Sale,A
2024-05-21,BRAND_A,P0185,265/70 R 15 TR15,2,18994.0,37989.0,Sale,A
2024-05-21,BRAND_A,P0192,175/65 R 14 TR203,4,4262.0,17050.0,Sale,X
2024-05-21,BRAND_A,P0215,275/70 R 16 TR22 RWL,1,21014.0,21014.0,Sale,A
2024-05-21,BRAND_B,P0337,155/80 R 13 H986,4,7339.0,29356.0,Sale,A
2024-05-21,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),2,47200.0,94400.0,Sale,A
2024-05-21,BRAND_C,P0236,185/70 R 13 BY-801,3,7343.0,22028.0,Sale,A
2024-05-21,BRAND_C,P0282,205/60 R 16 BY-801,4,9812.0,39248.0,Sale,A
2024-05-21,BRAND_C,P0302,215/45 R 17 BY-998,2,9877.0,19754.0,Sale,A
2024-05-21,BRAND_C,P0318,265/65 R 17 BY-HT987,2,16668.0,33335.0,Sale,A
2024-05-21,BRAND_C,P0318,265/65 R 17 BY-HT987,2,16668.0,33335.0,Sale,A
2024-05-21,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),34,35600.0,1210400.0,Sale,A
2024-05-22,BRAND_A,P0166,145/80 R 12 TR17,4,5762.0,23046.0,Sale,A
2024-05-22,BRAND_A,P0168,145/80 R 13 TR203,4,6036.0,24144.0,Sale,A
2024-05-27,BRAND_A,P0032,185/60 R 15 TR201,2,9020.0,18039.0,Sale,A
2024-05-27,BRAND_A,P0043,195/55 R 16 TR30,4,5500.0,22000.0,Sale,X
2024-05-27,BRAND_A,P0062,225/60 R 16 TR30,1,7068.0,7068.0,Sale,X
2024-05-27,BRAND_A,P0071,225/60 R 17 TR17,2,14765.0,29530.0,Sale,A
2024-05-27,BRAND_A,P0095,265/65 R 17 TR28,4,19000.0,75998.0,Sale,A
2024-05-27,BRAND_A,P0112,265/70 R 16 TR28,2,20758.0,41515.0,Sale,A
2024-05-27,BRAND_A,P0209,195/75 R 16C / 10PR TR06,2,15506.0,31013.0,Sale,A
2024-05-27,BRAND_B,P0363,185/65 R 15 HB608,4,5590.0,22361.0,Sale,X
2024-05-27,BRAND_B,P0417,265/65 R 17 HB-8,2,12475.0,24949.0,Sale,X
2024-05-27,BRAND_C,P0232,175/70 R 13 BY-801,2,3757.0,7513.0,Sale,X
2024-05-27,BRAND_C,P0234,175/70 R 14 BY-801,4,4042.0,16170.0,Sale,X
2024-05-27,BRAND_C,P0240,185/70 R 14 BY-801,4,4569.0,18277.0,Sale,X
2024-05-27,BRAND_C,P0242,185/65 R 15 BY-801,3,8090.0,24271.0,Sale,A
2024-05-27,BRAND_C,P0264,175/65 R 15 BY-801,1,4440.0,4440.0,Sale,X
2024-05-27,BRAND_C,P0278,195/55 R 16 BY-998,4,4966.0,19863.0,Sale,X
2024-05-27,BRAND_C,P0320,225/55 R 18 BY-HP987,2,13064.0,26129.0,Sale,A
2024-05-27,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),1,35600.0,35600.0,Sale,A
2024-05-27,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),4,35600.0,142400.0,Sale,A
2024-05-27,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),2,35600.0,71200.0,Sale,A
2024-05-27,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),6,24391.0,146345.0,Sale,X
2024-05-27,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),4,35600.0,142400.0,Sale,A
2024-05-27,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),2,35600.0,71200.0,Sale,A
2024-05-28,BRAND_A,P0104,245/45 R 17 TR30,4,6883.0,27531.0,Sale,X
2024-05-28,BRAND_A,P0122,225/45 R 17 TR30,2,6526.0,13052.0,Sale,X
2024-05-28,BRAND_D,P0001,1000 R 20/18 PR CT23 (SET),3,32379.0,97138.0,Sale,X
2024-05-28,BRAND_C,P0240,185/70 R 14 BY-801,2,4618.0,9237.0,Sale,X
2024-05-28,BRAND_C,P0256,195/70 R 14 BY-801,2,8480.0,16960.0,Sale,A
2024-05-28,BRAND_C,P0310,225/60 R 17 BY-HT987,2,11494.0,22989.0,Sale,A
2024-05-28,BRAND_C,P0328,1000 R 20/18 PR LO104 (SET),4,35600.0,142400.0,Sale,A
2024-05-29,BRAND_B,P0335,145/80 R 13 H986,3,6450.0,19349.0,Sale,A
2024-05-29,BRAND_C,P0224,145/70 R 12 BY-801,8,4753.0,38026.0,Sale,A
2024-05-29,BRAND_C,P0234,175/70 R 14 BY-801,4,6888.0,27552.0,Sale,A
2024-05-29,BRAND_C,P0234,175/70 R 14 BY-801,4,6216.0,24865.0,Sale,A
2024-05-29,BRAND_C,P0236,185/70 R 13 BY-801,4,6627.0,26507.0,Sale,A
2024-05-29,BRAND_C,P0238,165/70 R 14 BY-801,4,5747.0,22989.0,Sale,A
2024-05-29,BRAND_C,P0240,185/70 R 14 BY-801,4,7406.0,29625.0,Sale,A
2024-05-29,BRAND_C,P0240,185/70 R 14 BY-801,8,6891.0,55127.0,Sale,A
2024-05-29,BRAND_C,P0240,185/70 R 14 BY-801,6,6891.0,41345.0,Sale,A
2024-05-29,BRAND_C,P0242,185/65 R 15 BY-801,4,7302.0,29206.0,Sale,A
2024-05-29,BRAND_C,P0244,195/65 R 15 BY-801,4,7536.0,30144.0,Sale,A
2024-05-29,BRAND_C,P0250,185 R 14 C / 8PR BY-05,6,9045.0,54270.0,Sale,A
2024-05-29,BRAND_C,P0250,185 R 14 C / 8PR BY-05,8,8416.0,67325.0,Sale,A
2024-05-29,BRAND_C,P0250,185 R 14 C / 8PR BY-05,8,8416.0,67325.0,Sale,A
2024-05-29,BRAND_C,P0250,185 R 14 C / 8PR BY-05,4,9045.0,36180.0,Sale,A
2024-05-29,BRAND_C,P0252,195 R 14 C / 8PR BY-05,4,9864.0,39458.0,Sale,A
2024-05-29,BRAND_C,P0252,195 R 14 C / 8PR BY-05,6,9178.0,55068.0,Sale,A
2024-05-29,BRAND_C,P0252,195 R 14 C / 8PR BY-05,4,9178.0,36712.0,Sale,A
2024-05-29,BRAND_C,P0252,195 R 14 C / 8PR BY-05,6,9864.0,59187.0,Sale,A
2024-05-29,BRAND_C,P0254,195 R 15 C / 8PR BY-05,8,10116.0,80931.0,Sale,A
2024-05-29,BRAND_C,P0254,195 R 15 C / 8PR BY-05,4,10116.0,40465.0,Sale,A
2024-05-29,BRAND_C,P0254,195 R 15 C / 8PR BY-05,4,10873.0,43492.0,Sale,A
2024-05-29,BRAND_C,P0256,195/70 R 14 BY-801,4,7653.0,30613.0,Sale,A
2024-05-29,BRAND_C,P0260,155/65 R 14 BY-801,10,5484.0,54834.0,Sale,A
2024-05-29,BRAND_C,P0260,155/65 R 14 BY-801,8,5484.0,43868.0,Sale,A
2024-05-29,BRAND_C,P0260,155/65 R 14 BY-801,2,5894.0,11787.0,Sale,A
2024-05-29,BRAND_C,P0262,175/65 R 14 BY-801,4,6128.0,24514.0,Sale,A
2024-05-29,BRAND_C,P0264,175/65 R 15 BY-801,4,6803.0,27211.0,Sale,A
2024-05-29,BRAND_C,P0264,175/65 R 15 BY-801,2,7312.0,14623.0,Sale,A
2024-05-29,BRAND_C,P0276,185/55 R 16 BY-998,4,7419.0,29675.0,Sale,A
2024-05-29,BRAND_C,P0276,185/55 R 16 BY-998,4,7419.0,29675.0,Sale,A
2024-05-29,BRAND_C,P0308,215/55 R 17 BY-998,2,11144.0,22288.0,Sale,A
2024-05-29,BRAND_C,P0308,215/55 R 17 BY-998,4,11144.0,44577.0,Sale,A
2024-05-29,BRAND_C,P0329,1000 R 20/18 PR LO105 (SET),2,35600.0,71200.0,Sale,A
